emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,delinquency_category,loan_size,dti_category,credit_utilization_percent,credit_utilization_category,loan_quality,is_bad_loan,income_group,credit_history_years,term_category
escrow_manager,10,CA,mortgage,150000.0,source verified,7.89,0.0,not_applicable,0.0,0,1992,1,22,8,96633,43253,0,0,0,0,2,6,2.0,8,0,0,4,54000,18,6,4,0,100.0,0,0,medical,individual,15000,36,7.97,469.84,A,A5,2018-02-01,current,whole,Cash,13504.32,1866.08,1495.68,370.4,0.0,Never Late,Large Loan,Low Risk,44.76007161114733,Medium,Good Loan,0,High Income,34,Short Term
quality_control,0,PA,mortgage,69000.0,not verified,15.42,0.0,not_applicable,0.0,0,2003,0,37,8,291176,33890,0,0,0,0,2,3,14.0,8,0,0,2,57700,23,5,3,2,94.3,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,2018-03-01,current,fractional,Cash,18452.04,1800.73,1547.96,252.77,0.0,Never Late,Large Loan,Low Risk,11.639008709509026,Low,Good Loan,0,Middle Income,23,Short Term
medical_billing_account_rep,10,FL,mortgage,30000.0,not verified,32.4,0.0,not_applicable,0.0,0,2005,1,27,23,69244,23425,0,0,0,0,1,4,10.0,21,0,0,5,16850,23,20,15,0,93.0,0,0,debt_consolidation,individual,10500,60,9.93,222.74,B,B2,2018-02-01,current,whole,Cash,9949.81,885.17,550.19,334.98,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,33.8296458898966,Medium,Good Loan,0,Low Income,21,Long Term
truck_driver,5,IL,mortgage,60000.0,source verified,17.28,0.0,not_applicable,0.0,0,2002,2,16,13,47882,36724,0,1,0,295,2,8,5.0,13,0,0,6,12300,13,11,8,1,100.0,0,1,credit_card,individual,11400,60,14.08,265.74,C,C3,2018-01-01,current,whole,Cash,10862.71,1098.63,537.29,561.34,0.0,Never Late,Medium Loan,Low Risk,76.69687982958105,High,Good Loan,0,Middle Income,24,Long Term
general_manager,5,NH,mortgage,74000.0,not verified,32.06,0.0,not_applicable,0.0,0,1999,0,15,9,384554,63783,0,0,0,0,3,1,16.0,9,0,0,5,66400,7,5,5,3,100.0,0,0,car,individual,5500,36,12.61,184.29,C,C1,2018-03-01,current,fractional,Cash,5116.52,549.02,383.48,165.54,0.0,Never Late,Medium Loan,Moderate Risk,16.58622716185503,Low,Good Loan,0,Middle Income,27,Short Term
bartender,0,UT,rent,25000.0,source verified,3.7,0.0,not_applicable,0.0,1,1972,1,6,4,1900,807,0,0,0,0,0,2,1.0,4,0,0,2,1200,6,4,3,0,66.7,0,0,debt_consolidation,individual,5000,36,12.62,167.56,C,C1,2018-01-01,current,fractional,Cash,4412.9,829.04,587.1,241.94,0.0,Never Late,Medium Loan,Low Risk,42.473684210526315,Medium,Good Loan,0,Low Income,54,Short Term
not_provided,0,DE,own,32000.0,source verified,22.09,0.0,not_applicable,0.0,0,1998,6,13,6,30649,24714,0,0,0,0,3,7,1.0,6,0,0,2,2500,4,3,3,3,76.9,0,0,other,individual,9600,36,17.47,344.52,D,D1,2018-03-01,current,whole,Cash,8976.73,1014.93,623.27,391.66,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,80.63558354269307,High,Good Loan,0,Low Income,28,Short Term
interpreter_translator_school_enrolment,0,MA,rent,31000.0,source verified,16.26,0.0,not_applicable,0.0,0,2009,2,32,21,43430,14955,0,0,0,0,1,11,9.0,21,0,0,8,22000,24,20,10,0,100.0,0,0,other,individual,15000,36,12.62,502.67,C,C1,2018-01-01,current,fractional,Cash,13238.74,2502.83,1761.26,741.57,0.0,Late (37-60 Months),Large Loan,Low Risk,34.434722542021646,Medium,Good Loan,0,Low Income,17,Short Term
accounts_receivable_manager,3,NJ,rent,64000.0,source verified,8.72,0.0,not_applicable,0.0,0,2010,0,5,5,49500,19719,0,0,0,0,1,1,15.0,5,0,0,2,25000,4,4,2,0,100.0,0,0,debt_consolidation,individual,10000,36,6.71,307.45,A,A3,2018-03-01,current,whole,Cash,9241.17,914.89,758.83,156.06,0.0,Never Late,Medium Loan,Low Risk,39.836363636363636,Medium,Good Loan,0,Middle Income,16,Short Term
asst_to_the_director_of_theatre,3,KY,rent,24000.0,source verified,16.3,0.0,not_applicable,0.0,0,2011,1,11,11,54966,42068,0,0,0,0,9,3,1.0,11,0,0,1,10000,2,2,1,0,100.0,0,0,major_purchase,individual,10450,60,19.42,273.5,D,D3,2018-03-01,current,whole,Cash,9609.03,1297.95,840.97,456.98,0.0,Never Late,Medium Loan,Low Risk,76.53458501619183,High,Good Loan,0,Low Income,15,Long Term
registered_nurse,2,NC,mortgage,77000.0,source verified,16.04,0.0,not_applicable,0.0,0,2012,3,23,16,188426,59514,0,0,0,0,5,8,1.0,16,0,0,2,14800,11,10,2,1,100.0,0,0,credit_card,individual,7200,36,12.62,241.29,C,C1,2018-02-01,current,whole,Cash,6527.2,960.11,672.8,287.31,0.0,Never Late,Medium Loan,Low Risk,31.584813136191396,Medium,Good Loan,0,Middle Income,14,Short Term
warehouse,10,FL,mortgage,31000.0,not verified,28.42,81065.0,Not Verified,25.59,0,2001,0,15,8,190216,24861,0,0,0,0,1,0,6.0,8,0,0,4,20300,7,6,6,4,100.0,0,0,debt_consolidation,joint,35000,60,14.08,815.85,C,C3,2018-01-01,current,whole,Cash,32925.97,4119.53,2074.03,2045.5,0.0,Never Late,Very Large Loan,Moderate Risk,13.06987845396812,Low,Good Loan,0,Low Income,25,Long Term
not_provided,0,OR,rent,13930.0,verified,21.94,0.0,not_applicable,0.0,0,2010,1,11,6,13450,4212,0,0,0,0,1,6,6.0,6,0,0,3,2700,10,5,4,0,100.0,0,0,debt_consolidation,individual,4200,36,10.91,137.33,B,B4,2018-01-01,current,fractional,Cash,3695.17,672.66,504.83,167.83,0.0,Never Late,Small Loan,Moderate Risk,31.315985130111525,Medium,Good Loan,0,Low Income,16,Short Term
operations_manager,0,OH,rent,60000.0,verified,19.22,0.0,not_applicable,0.0,0,2007,3,23,14,69357,68594,0,0,0,0,9,2,6.0,14,0,0,3,10600,4,4,4,0,100.0,0,0,other,individual,2400,36,17.47,86.13,D,D1,2018-02-01,current,whole,Cash,2244.18,256.06,155.82,100.24,0.0,Never Late,Small Loan,Low Risk,98.899894747466,High,Good Loan,0,Middle Income,19,Short Term
administrative_assistant,9,TX,mortgage,41787.0,verified,37.74,0.0,not_applicable,0.0,0,1992,1,32,11,42639,36441,0,0,0,0,2,7,5.0,11,0,0,8,22300,17,9,9,1,100.0,0,0,credit_card,individual,12800,36,18.06,463.14,D,D2,2018-01-01,current,whole,Cash,11693.32,1871.83,1106.68,765.15,0.0,Never Late,Medium Loan,High Risk,85.46401182016464,High,Good Loan,0,Low Income,34,Short Term
composite_tehnician,4,CA,mortgage,45000.0,verified,15.44,100000.0,Verified,16.37,0,2005,2,31,18,215675,13559,0,1,0,0,2,13,9.0,18,0,0,5,20700,21,15,6,2,100.0,0,1,other,joint,8000,36,16.02,281.34,C,C5,2018-01-01,current,fractional,Cash,7103.69,1392.46,896.31,496.15,0.0,Never Late,Medium Loan,Low Risk,6.286774081372435,Low,Good Loan,0,Low Income,21,Short Term
pta,0,OK,mortgage,77000.0,verified,18.39,0.0,not_applicable,0.0,0,2001,3,11,7,174300,31663,0,0,0,542,3,4,1.0,7,0,0,2,12400,5,3,3,1,90.0,0,0,debt_consolidation,individual,30000,36,19.03,1100.14,D,D3,2018-02-01,current,fractional,Cash,27442.4,4368.84,2557.6,1811.24,0.0,Never Late,Very Large Loan,Low Risk,18.165806081468734,Low,Good Loan,0,Middle Income,25,Short Term
service_director,1,PA,mortgage,72000.0,source verified,27.23,0.0,not_applicable,0.0,0,2001,7,21,13,158659,65964,0,1,0,0,5,8,0.0,13,0,0,2,7900,8,7,4,1,95.2,0,1,debt_consolidation,individual,7000,36,12.62,234.58,C,C1,2018-01-01,current,fractional,Cash,6178.08,1163.08,821.92,341.16,0.0,Never Late,Medium Loan,Moderate Risk,41.575958502196535,Medium,Good Loan,0,Middle Income,25,Short Term
it_support,8,TX,mortgage,165000.0,source verified,11.14,0.0,not_applicable,0.0,0,2000,2,24,8,103527,70510,0,0,0,0,2,5,12.0,8,0,0,3,43500,9,6,4,2,100.0,0,0,other,individual,25000,36,6.07,761.35,A,A2,2018-02-01,current,whole,Cash,22441.1,3036.97,2558.9,478.07,0.0,Never Late,Large Loan,Low Risk,68.10783660301178,Medium,Good Loan,0,High Income,26,Short Term
senior_accounts_payable_clerk,10,FL,mortgage,43000.0,source verified,1.56,0.0,not_applicable,0.0,0,1984,3,30,15,45100,860,0,0,0,0,0,8,0.0,15,0,0,3,35600,21,15,3,2,100.0,0,0,home_improvement,individual,40000,60,9.43,838.71,B,B1,2018-03-01,current,whole,Cash,37877.63,3220.14,2122.37,1097.77,0.0,Never Late,Very Large Loan,Low Risk,1.9068736141906875,Low,Good Loan,0,Low Income,42,Long Term
master_driver,10,VA,mortgage,90000.0,verified,17.44,0.0,not_applicable,0.0,0,1999,1,32,10,524622,87687,0,0,0,0,2,3,12.0,10,0,0,3,63500,14,7,3,4,100.0,0,0,debt_consolidation,individual,24000,60,10.42,514.91,B,B3,2018-01-01,current,whole,Cash,22440.6,2505.09,1559.4,945.69,0.0,Never Late,Large Loan,Low Risk,16.7143200247035,Low,Good Loan,0,Middle Income,27,Long Term
teacher,10,SD,own,95000.0,not verified,11.45,0.0,not_applicable,0.0,0,1975,2,40,10,73740,14461,0,1,0,0,1,6,3.0,10,0,0,5,29600,23,9,8,0,100.0,0,1,debt_consolidation,individual,5000,36,7.96,156.59,A,A5,2018-03-01,current,whole,Cash,4627.27,465.35,372.73,92.62,0.0,Never Late,Medium Loan,Low Risk,19.610794684024953,Low,Good Loan,0,Middle Income,51,Short Term
physician_assistant,10,MO,mortgage,152000.0,not verified,21.09,0.0,not_applicable,0.0,0,2001,5,44,18,476029,121076,0,0,0,0,3,9,2.0,18,0,0,4,170900,27,13,6,4,97.7,0,0,small_business,individual,40000,60,13.59,922.25,C,C2,2018-01-01,current,whole,Cash,37600.0,4550.85,2400.0,2150.85,0.0,Never Late,Very Large Loan,Moderate Risk,25.43458486772865,Low,Good Loan,0,High Income,25,Long Term
credit_analyst,2,IL,mortgage,49500.0,source verified,34.86,0.0,not_applicable,0.0,0,2006,1,35,14,241110,159851,0,0,0,0,6,8,2.0,14,0,0,3,26700,8,7,5,1,100.0,0,0,credit_card,individual,15000,60,15.04,357.17,C,C4,2018-03-01,current,whole,Cash,14486.1,996.32,513.9,482.42,0.0,Never Late,Large Loan,Moderate Risk,66.29795529011653,Medium,Good Loan,0,Low Income,20,Long Term
rca,5,TX,own,32000.0,source verified,13.77,0.0,not_applicable,0.0,0,2004,1,21,15,37596,18294,0,0,0,1176,7,9,12.0,15,0,0,3,11800,13,8,6,0,76.2,0,0,home_improvement,individual,5000,36,12.61,167.54,C,C1,2018-03-01,current,whole,Cash,4651.37,499.12,348.63,150.49,0.0,Late (13-36 Months),Medium Loan,Low Risk,48.6594318544526,Medium,Good Loan,0,Low Income,22,Short Term
cabinet_maker_installer,8,FL,rent,78000.0,source verified,9.61,0.0,not_applicable,0.0,0,1996,3,21,15,48354,40982,0,1,0,1358,8,3,4.0,15,0,0,5,11900,8,7,6,1,68.4,0,1,credit_card,individual,7000,36,7.96,219.23,A,A5,2018-03-01,current,whole,DirectPay,6478.16,654.59,521.84,132.75,0.0,Late (37-60 Months),Medium Loan,Low Risk,84.75410514124995,High,Good Loan,0,Middle Income,30,Short Term
benefits_representative,2,AZ,rent,52000.0,source verified,24.39,0.0,not_applicable,0.0,0,2004,4,23,9,86360,47451,0,0,0,8003,4,3,2.0,9,0,0,1,24500,11,5,1,1,100.0,0,0,debt_consolidation,individual,17450,60,13.58,402.25,C,C2,2018-03-01,current,whole,Cash,16828.69,1219.92,621.31,598.61,0.0,Never Late,Large Loan,Moderate Risk,54.9455766558592,Medium,Good Loan,0,Middle Income,22,Long Term
mechanic,10,NY,mortgage,147000.0,source verified,5.16,0.0,not_applicable,0.0,0,2005,6,11,8,386381,23551,0,0,0,0,1,6,1.0,8,0,0,5,20500,6,6,6,1,81.8,0,0,debt_consolidation,individual,30000,60,16.01,729.71,C,C5,2018-03-01,current,whole,Cash,29336.68,1432.74,663.32,769.42,0.0,Never Late,Very Large Loan,Low Risk,6.095279012166747,Low,Good Loan,0,High Income,21,Long Term
superintendent_customer_operations,10,NJ,own,140000.0,verified,28.53,0.0,not_applicable,0.0,0,1983,1,40,14,454500,177350,0,0,0,0,1,5,6.0,14,0,0,7,77500,23,12,11,3,100.0,0,0,debt_consolidation,individual,15000,36,22.91,579.95,E,E1,2018-02-01,current,fractional,Cash,13791.64,2281.62,1208.36,1073.26,0.0,Never Late,Large Loan,Moderate Risk,39.02090209020902,Medium,Good Loan,0,High Income,43,Short Term
teller,5,IL,rent,50000.0,not verified,20.74,0.0,not_applicable,0.0,0,2002,8,39,28,128476,16061,0,0,0,0,1,7,1.0,28,0,0,9,60000,32,27,14,1,100.0,0,0,debt_consolidation,individual,20000,36,7.97,626.46,A,A5,2018-01-01,current,whole,Cash,17499.09,3110.16,2500.91,609.25,0.0,Never Late,Large Loan,Moderate Risk,12.50116753323578,Low,Good Loan,0,Middle Income,24,Short Term
not_provided,0,MN,rent,55000.0,not verified,12.22,0.0,not_applicable,0.0,4,2000,3,22,16,26500,10994,0,1,0,0,0,4,2.0,16,0,0,4,7600,22,16,13,0,85.7,0,1,debt_consolidation,individual,15000,60,18.06,381.4,D,D2,2018-01-01,current,whole,Cash,14197.97,1891.95,802.03,1089.92,0.0,Late (13-36 Months),Large Loan,Low Risk,41.48679245283019,Medium,Good Loan,0,Middle Income,26,Long Term
sr_engineer,10,CO,rent,126000.0,source verified,3.82,0.0,not_applicable,0.0,0,2003,0,9,3,49529,7020,0,0,0,0,1,0,6.0,3,0,0,1,27200,5,2,1,0,100.0,0,0,debt_consolidation,individual,16500,36,5.32,496.9,A,A1,2018-02-01,current,whole,Cash,14793.69,1982.72,1706.31,276.41,0.0,Never Late,Large Loan,Low Risk,14.173514506652667,Low,Good Loan,0,High Income,23,Short Term
office_manager,10,MA,mortgage,95000.0,not verified,15.48,0.0,not_applicable,0.0,0,2010,2,18,13,277964,47779,0,1,0,0,3,9,7.0,13,0,0,6,39100,10,9,7,1,100.0,0,1,debt_consolidation,individual,19200,36,5.32,578.21,A,A1,2018-02-01,current,whole,DirectPay,17214.48,2307.17,1985.52,321.65,0.0,Never Late,Large Loan,Low Risk,17.18891655034465,Low,Good Loan,0,Middle Income,16,Short Term
petroleum_operator,10,NJ,mortgage,80000.0,source verified,14.16,0.0,not_applicable,0.0,0,2009,2,19,11,285387,22788,0,0,0,0,2,3,1.0,11,0,0,6,32500,11,8,6,2,100.0,0,0,major_purchase,individual,7050,36,9.93,227.26,B,B2,2018-01-01,current,whole,Cash,6191.3,1132.41,858.7,273.71,0.0,Never Late,Medium Loan,Low Risk,7.984946756509581,Low,Good Loan,0,Middle Income,17,Short Term
project_manager,10,NY,own,66000.0,not verified,13.27,169000.0,Not Verified,16.56,0,1990,0,11,7,65475,60327,0,0,0,0,1,2,17.0,7,0,0,3,20800,9,6,5,1,81.8,0,0,debt_consolidation,joint,11200,36,15.05,388.53,C,C4,2018-02-01,current,whole,Cash,10188.92,1535.39,1011.08,524.31,0.0,Never Late,Medium Loan,Low Risk,92.13745704467354,High,Good Loan,0,Middle Income,36,Short Term
driver_crane_opeator,5,IL,rent,60000.0,source verified,16.72,0.0,not_applicable,0.0,0,2012,13,11,11,242220,30552,0,0,0,0,2,7,4.0,11,0,0,6,15600,8,8,7,1,100.0,0,0,debt_consolidation,individual,8000,36,7.96,250.55,A,A5,2018-03-01,current,whole,Cash,7403.61,744.57,596.39,148.18,0.0,Never Late,Medium Loan,Low Risk,12.613326727768145,Low,Good Loan,0,Middle Income,14,Short Term
audit_manager,0,TX,mortgage,101000.0,source verified,18.5,0.0,not_applicable,0.0,1,2005,2,41,15,343573,39168,0,0,0,0,4,8,11.0,15,0,0,4,20000,26,10,5,2,95.1,0,0,debt_consolidation,individual,20000,60,26.77,607.97,E,E5,2018-03-01,current,whole,Cash,19503.68,1764.42,496.32,1268.1,0.0,Late (0-12 Months),Large Loan,Low Risk,11.400197337974753,Low,Good Loan,0,High Income,21,Long Term
cfo,4,TN,mortgage,113000.0,not verified,15.28,0.0,not_applicable,0.0,0,2002,6,29,21,795794,78028,0,1,0,0,9,7,0.0,21,0,0,4,16600,13,10,7,3,100.0,0,1,home_improvement,individual,10800,60,9.44,226.51,B,B1,2018-01-01,current,whole,Cash,10081.03,1126.89,718.97,407.92,0.0,Never Late,Medium Loan,Low Risk,9.805050050641247,Low,Good Loan,0,High Income,24,Long Term
qa_auditor,10,NH,mortgage,61000.0,not verified,19.05,0.0,not_applicable,0.0,0,1998,9,41,11,141543,42210,0,0,0,15599,2,3,2.0,11,0,0,1,3000,27,8,4,3,87.8,0,0,debt_consolidation,individual,7200,36,13.59,244.65,C,C2,2018-02-01,current,whole,Cash,6536.39,1003.07,663.61,339.46,0.0,Late (37-60 Months),Medium Loan,Low Risk,29.821326381382335,Low,Good Loan,0,Middle Income,28,Short Term
line_cook,1,SC,rent,28000.0,source verified,26.96,0.0,not_applicable,0.0,0,2011,0,11,10,28300,13329,0,0,0,0,1,0,19.0,10,0,0,5,7900,10,9,8,0,100.0,0,0,debt_consolidation,individual,12000,36,15.04,416.22,C,C4,2018-03-01,current,fractional,Cash,11192.5,1228.61,807.5,421.11,0.0,Never Late,Medium Loan,Moderate Risk,47.09893992932862,Medium,Good Loan,0,Low Income,15,Short Term
supervisor_of_technical_trades,2,NY,mortgage,75000.0,not verified,21.63,0.0,not_applicable,0.0,0,2004,2,27,17,213035,79897,0,0,0,0,2,7,5.0,17,0,0,4,46900,19,14,7,3,100.0,0,0,credit_card,individual,20000,36,5.31,602.21,A,A1,2018-03-01,current,whole,DirectPay,18452.04,1800.73,1547.96,252.77,0.0,Never Late,Large Loan,Moderate Risk,37.504165982115616,Medium,Good Loan,0,Middle Income,22,Short Term
crew_chief,2,FL,mortgage,44000.0,verified,24.77,0.0,not_applicable,0.0,0,2011,8,16,9,56476,40706,0,0,0,167,3,7,3.0,9,0,0,2,9500,8,6,5,0,100.0,0,0,home_improvement,individual,7200,36,14.08,246.36,C,C3,2018-02-01,fully paid,whole,Cash,0.0,7518.1804182483,7200.0,318.18,0.0,Never Late,Medium Loan,Moderate Risk,72.07663432254408,High,Good Loan,0,Low Income,15,Short Term
owner,2,TX,rent,60000.0,source verified,18.36,0.0,not_applicable,0.0,0,2011,2,15,5,36564,20307,0,0,0,110,2,2,10.0,5,0,0,1,600,2,2,2,0,100.0,0,0,small_business,individual,6000,36,13.59,203.88,C,C2,2018-01-01,current,fractional,Cash,5304.78,1014.87,695.22,319.65,0.0,Never Late,Medium Loan,Low Risk,55.53823432884805,Medium,Good Loan,0,Middle Income,15,Short Term
bus_operator,10,TX,rent,47000.0,not verified,18.92,0.0,not_applicable,0.0,0,2004,0,22,8,24823,11443,0,0,0,0,3,5,17.0,8,0,0,3,8300,7,5,3,0,100.0,0,0,debt_consolidation,individual,5000,36,7.97,156.62,A,A5,2018-02-01,current,whole,Cash,4501.41,622.05,498.59,123.46,0.0,Never Late,Medium Loan,Low Risk,46.09837650566007,Medium,Good Loan,0,Low Income,22,Short Term
web_developer,2,FL,rent,58000.0,source verified,14.66,0.0,not_applicable,0.0,0,2014,2,15,9,101890,43411,0,0,0,0,3,7,4.0,9,0,0,1,36600,7,6,3,0,100.0,0,0,debt_consolidation,individual,16000,60,9.93,339.41,B,B2,2018-01-01,current,whole,Cash,14947.68,1688.22,1052.32,635.9,0.0,Never Late,Large Loan,Low Risk,42.60575130042202,Medium,Good Loan,0,Middle Income,12,Long Term
educator,10,AL,mortgage,55000.0,source verified,29.58,0.0,not_applicable,0.0,0,1996,0,30,14,245213,27408,0,0,0,0,5,3,17.0,14,0,0,3,22300,14,7,6,4,93.3,0,0,debt_consolidation,individual,15600,36,6.08,475.15,A,A2,2018-01-01,current,whole,Cash,13599.28,2370.48,2000.72,369.76,0.0,Late (60+ Months),Large Loan,Moderate Risk,11.177221436057632,Low,Good Loan,0,Middle Income,30,Short Term
not_provided,0,WY,rent,31812.0,not verified,37.83,0.0,not_applicable,0.0,0,2000,0,16,8,58700,38487,0,0,0,0,0,1,6.0,8,0,0,6,48400,15,7,6,0,100.0,0,0,debt_consolidation,individual,10000,60,21.85,275.34,D,D5,2018-02-01,current,whole,Cash,9715.1,838.16,284.9,553.26,0.0,Never Late,Medium Loan,High Risk,65.5655877342419,Medium,Good Loan,0,Low Income,26,Long Term
construction_manager,5,CA,rent,95000.0,source verified,13.49,0.0,not_applicable,0.0,1,1999,2,18,9,66559,47029,0,0,0,826,1,8,6.0,9,0,0,1,2100,13,7,6,0,83.3,0,0,moving,individual,10000,36,10.42,324.65,B,B3,2018-02-01,current,whole,Cash,9036.27,1287.02,963.73,323.29,0.0,Late (37-60 Months),Medium Loan,Low Risk,70.65761204345017,High,Good Loan,0,Middle Income,27,Short Term
education_specialist,0,PA,mortgage,65000.0,source verified,29.36,0.0,not_applicable,0.0,7,2000,0,14,12,86480,66933,0,0,0,0,9,0,6.0,12,0,0,3,34900,4,3,3,0,50.0,0,0,debt_consolidation,individual,30000,36,17.47,1076.62,D,D1,2018-03-01,current,whole,Cash,28052.31,3200.74,1947.69,1253.05,0.0,Never Late,Very Large Loan,Moderate Risk,77.39708603145236,High,Good Loan,0,Middle Income,26,Short Term
account_administrator,10,CO,mortgage,55200.0,not verified,18.67,0.0,not_applicable,0.0,0,2000,0,25,12,206967,57403,0,0,0,0,7,4,6.0,12,0,0,3,26400,9,4,3,5,100.0,0,0,credit_card,individual,16000,36,6.08,487.34,A,A2,2018-01-01,current,whole,Cash,13947.94,2425.89,2052.06,373.83,0.0,Never Late,Large Loan,Low Risk,27.735339450250525,Low,Good Loan,0,Middle Income,26,Short Term
driver,10,NY,rent,42000.0,not verified,25.23,0.0,not_applicable,0.0,1,1999,1,23,9,55732,29882,0,0,0,0,2,5,6.0,9,0,0,1,11500,15,7,2,0,95.7,0,0,credit_card,individual,20000,36,12.61,670.13,C,C1,2018-03-01,current,whole,Cash,18605.56,1982.37,1394.44,587.93,0.0,Late (13-36 Months),Large Loan,Moderate Risk,53.61731141893347,Medium,Good Loan,0,Low Income,27,Short Term
not_provided,0,MO,mortgage,30784.0,verified,27.56,66292.0,Verified,38.41,0,1990,2,20,7,130301,9913,0,0,0,0,1,5,5.0,7,0,0,3,14300,8,4,4,2,85.0,0,0,debt_consolidation,joint,6275,36,23.87,245.76,E,E2,2018-02-01,current,fractional,Cash,5776.61,966.4,498.39,468.01,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,7.607769702458154,Low,Good Loan,0,Low Income,36,Short Term
manager,4,FL,own,60000.0,verified,26.88,0.0,not_applicable,0.0,0,2010,2,55,23,350266,76834,1,0,0,193,3,10,9.0,23,0,0,5,30600,22,19,6,2,100.0,0,0,credit_card,individual,15000,36,18.06,542.74,D,D2,2018-02-01,current,whole,Cash,13703.13,2246.21,1296.87,949.34,0.0,Never Late,Large Loan,Moderate Risk,21.935900144461637,Low,Good Loan,0,Middle Income,16,Short Term
school_administrator,10,MO,mortgage,120000.0,source verified,21.45,0.0,not_applicable,0.0,0,1999,0,34,10,179741,165182,0,0,0,0,2,8,14.0,10,0,0,3,28500,20,8,6,6,100.0,0,0,debt_consolidation,individual,16000,60,13.59,368.9,C,C2,2018-01-01,current,whole,Cash,15040.0,1832.42,960.0,872.42,0.0,Never Late,Large Loan,Moderate Risk,91.90001168347789,High,Good Loan,0,High Income,27,Long Term
qc_lead,4,CA,mortgage,63000.0,source verified,15.3,0.0,not_applicable,0.0,0,2002,3,22,11,33048,20366,0,1,0,0,2,9,8.0,11,0,0,2,2300,14,9,8,0,100.0,0,1,debt_consolidation,individual,10000,36,16.02,351.67,C,C5,2018-02-01,in grace period,whole,Cash,9336.71,1032.76,663.29,369.47,0.0,Never Late,Medium Loan,Low Risk,61.62551440329218,Medium,Good Loan,0,Middle Income,24,Short Term
planning_supervisor,10,NY,mortgage,155000.0,verified,16.13,0.0,not_applicable,0.0,0,2005,2,33,12,294645,96202,0,0,0,0,6,11,6.0,12,0,0,1,24500,13,4,2,2,100.0,0,0,major_purchase,individual,25000,36,9.93,805.86,B,B2,2018-02-01,current,whole,Cash,22574.16,3209.65,2425.84,783.81,0.0,Never Late,Large Loan,Low Risk,32.65013830202447,Medium,Good Loan,0,High Income,21,Short Term
pipefitter,1,MA,rent,40000.0,source verified,2.91,0.0,not_applicable,0.0,0,2014,2,6,4,15800,2523,0,0,0,0,0,4,7.0,4,0,0,2,13800,6,4,3,0,100.0,0,0,car,individual,12000,36,9.92,386.76,B,B2,2018-03-01,current,whole,Cash,11130.17,1153.67,869.83,283.84,0.0,Never Late,Medium Loan,Low Risk,15.968354430379748,Low,Good Loan,0,Low Income,12,Short Term
owner,3,TN,rent,42500.0,not verified,18.55,0.0,not_applicable,0.0,0,2010,1,7,6,41886,27474,0,0,0,0,3,1,5.0,6,0,0,2,5800,3,3,3,0,100.0,0,0,credit_card,individual,6000,36,7.35,186.23,A,A4,2018-01-01,current,whole,Cash,5243.39,928.7,756.61,172.09,0.0,Never Late,Medium Loan,Low Risk,65.59232201690303,Medium,Good Loan,0,Low Income,16,Short Term
attorney,4,LA,mortgage,75000.0,source verified,8.46,0.0,not_applicable,0.0,0,2008,1,24,18,293947,164954,0,0,0,0,15,4,8.0,18,0,0,2,12300,2,2,2,1,100.0,0,0,house,individual,10000,60,13.59,230.57,C,C2,2018-02-01,current,whole,Cash,9522.69,903.4,477.31,426.09,0.0,Never Late,Medium Loan,Low Risk,56.11691903642494,Medium,Good Loan,0,Middle Income,18,Long Term
bank_teller,0,OH,mortgage,24000.0,source verified,9.8,90000.0,Source Verified,23.11,0,2000,0,7,6,15100,5929,0,1,0,0,0,3,15.0,6,0,0,3,11000,7,6,4,0,100.0,0,1,debt_consolidation,joint,20000,36,14.07,684.24,C,C3,2018-03-01,current,whole,Cash,18634.9,2037.09,1365.1,671.99,0.0,Never Late,Large Loan,Low Risk,39.264900662251655,Medium,Good Loan,0,Low Income,26,Short Term
